note,auteur,assureur,produit,type,date_publication,date_exp,longueur_avis,avis_corrected,avis_en_clean,avis_clean_nlp_en
1.0,d-j-105471,Direct Assurance,auto,train,04/03/2021,01/03/2021,178,on me compte une majoration pour un sinistre alors que je suis la victime d'un chauffard je n'ai absolument pas été indemnisée depuis le 28 08 pas efficace direct assurance,I am charged an increase for a claim even though I am the victim of a driver I have absolutely not been compensated since 28 08 not effective direct insurance,charged increase claim though victim driver absolutely compensated effective direct
2.0,maxime2542-55728,L'olivier Assurance,auto,train,30/06/2017,01/06/2017,347,cela fait 6 mois que j ai souscrit mon contrat d'assurance et toujours pas de carte verte définitive je vois que le problème est que recourent dans cette compagnie envoi d au moins 7 mais et 5 appels et toujours rien entre temps j ai assuré d autres véhicules ailleurs et j ai reçu les cartes vertes définitives nom de contrat 1080145834,It's been 6 months since I took out my insurance contract and still no definitive green card. I see that the problem is that this company has sent at least 7 but and 5 calls and still nothing in the meantime. I have insured other vehicles elsewhere and I have received the definitive green cards. contract name 1080145834,took definitive green card see problem company sent least calls nothing meantime insured vehicles elsewhere received definitive green cards name 1080145834
1.0,tony-106452,Mutuelle des Motards,moto,train,13/03/2021,01/03/2021,614,absolument dégoûté a la réception de mon avis d'echeance 2021 18 d'augmentation alors qu'avec le coin nous avons fait 2800 km de moins avec 2 scooters assurés j'avais d'ailleurs fait un courrier au printemps demandant une baisse de prime correspondant a une non utilisation forcée de nos scooter ma femme travaillant dans la restauration et n'ayant plus de travail j'ai reçu un courrier fort peu courtois manifestement on se tout du monde a la mutuelle augmenter leurs tarifs dans une telle période de 18 je recherche une autre assurance de suite mais a mon avis ils se sont tous mis d'accord,absolutely disgusted upon receipt of my 2021 18 expiry notice of increase while with the corner we have done 2800 km less with 2 insured scooters I had also sent a letter in the spring asking for a reduction in premium corresponding to a forced non-use of our scooter my wife working in the restaurant and no longer having work I received a very discourteous letter obviously everyone at the mutual insurance company is increasing their rates in such a period of 18 I'm looking for another insurance right away but in my opinion they all agreed,absolutely disgusted upon receipt 2021 expiry notice increase corner done 2800 less insured scooters also sent letter spring asking reduction premium corresponding forced non-use scooter wife working restaurant longer work received discourteous letter obviously everyone mutual company increasing rates period looking another right away opinion agreed
4.0,alidra-s-114150,L'olivier Assurance,auto,train,18/05/2021,01/05/2021,151,service rapide couverture satisfaisante promets simple et rapide le avis clients m'ont également beaucoup rassurée cette assurance a l'air sérieuse,fast service satisfactory coverage promises simple and fast customer reviews also reassured me a lot this insurance seems serious,fast satisfactory coverage promises simple fast reviews also reassured lot seems serious
1.0,bibou70-52900,Matmut,habitation,train,16/06/2021,01/06/2021,522,a fuir comme tout les assurances des qu il faut indemnisé un sinistre c est tout un programme on nous mènes tous simplement en bateau inondation avec intervention des pompier depuis le 31 01 2021 et dossier toujours au même point l'expert donne sont accord et comme le devis est trop élever pour eux il mandate un autre expert lamentable en attendant le parquet est tout gonflé les portes ne se ferme plus quand les échéances sont c est prélever c est bon mais quand sa doit aller dans l'autre sens c est lamentable,"to flee like all the insurances that we must compensate a disaster it's a whole program we are all simply being led by flood boat with intervention of the firefighter since 01 31, 2021 and file always at the same point the expert gives are agreement and as the estimate is too high for them he mandates another pitiful expert in the meantime the floor is all swollen the doors no longer close when the deadlines are it's taken it's good but when it has to go the other way it's lamentable",flee like insurances must compensate disaster whole program simply led flood boat intervention firefighter 2021 file always point expert gives agreement estimate high mandates another pitiful expert meantime floor swollen doors longer close deadlines taken good way lamentable
4.0,valentin-g-122430,APRIL Moto,moto,train,05/07/2021,01/07/2021,159,je suis satisfait du services proposé par april moto leurs site est facile d'accès et d'utilisation ainsi que les prix sont correcte et devis simple et rapide,"I am satisfied with the services offered by April Moto, their site is easy to access and use as well as the prices are correct and quotes are quick and easy.",satisfied services offered april moto site easy access use well prices correct quotes quick easy
2.0,c-h-117058,Cegema Assurances,sante,train,15/06/2021,01/06/2021,348,je ne recommande absolument cet compagnie d'assurances il faut suivre et vérifier tous les remboursements et cela fait un mois que je réclame le complément d'un soin dentaire sans succès ni même un signe de vie à mes nombreux mais et courriers je ne parle pas des appels téléphoniques longs et fastidieux qui restent bien sûr sans réponse,"I absolutely do not recommend this insurance company, it is necessary to follow and check all reimbursements and it has been a month since I asked for additional dental care without success or even a sign of life to my numerous buts and letters, I am not talking about the long and tedious telephone calls which of course remain unanswered",absolutely recommend company necessary follow check reimbursements month asked additional dental care success sign life numerous buts letters talking long tedious telephone calls course remain unanswered
1.0,kayshou-64079,Direct Assurance,auto,train,18/05/2018,01/05/2018,952,3 ans que je suis chez direct assurance et ce sera la dernière j'ai dû mettre une étoile car ce n'est pas possible de mettre zéro j'ai contacté direct assurance afin de passer en mensualisation et arrêter de payer en une fois mon assurance ils ont monté de presque 200 euros mon assurance pour cela ok pas de problème j'accepte mais surprise ils m'ont quand même débité de plus de 1400 euros en une fois sans me prévenir ce qui me met dans une panade monumental au niveau de ma banque donc ils montent mon assurance de 200 euros pour une mensualisation qu'ils ne font pas et lorsque j'appelle pour qu'ils me rembourse la différence sur la mensualisation ils me disent sous oh nous vous remboursons une semaine après toujours rien je rappelles ce jour et ils me disent qu'il faut attendre qu'ils n'ont pas de délai à me fournir qu'il faut juste être patiente je peux vous dire que cette année sera ma dernière année chez eux une honte,3 years that I have been with direct insurance and this will be the last I had to put one star because it is not possible to put zero I contacted direct insurance in order to switch to monthly payments and stop paying my insurance in one go they increased my insurance by almost 200 euros for that ok no problem I accept but surprise they still debited me for more than 1400 euros in one go without warning me which puts me in a monumental problem at the level of my bank so they raise my insurance by 200 euros for a monthly payment which they do not make and when I call for them to reimburse me the difference on the monthly payment they tell me under oh we will reimburse you a week after still nothing I call back this day and they tell me that I have to wait that they do not have a deadline to provide me that I just have to be patient I can tell you that this year will be my last year with them a shame,direct last put one star possible put zero contacted direct order switch monthly payments stop paying one increased almost 200 euros problem accept surprise debited 1400 euros one warning puts monumental problem level bank raise 200 euros monthly payment make call reimburse difference monthly payment tell reimburse week nothing call back day tell wait deadline provide patient tell year last year shame
1.0,philfch-77617,L'olivier Assurance,auto,train,08/08/2019,01/08/2019,532,cette assurance pratique le harcèlement vous recevez des relances ses émail lettre recommandée pour un règlement non effectué alors que votre contrat est résilié en bonne et due forme depuis 1 mois il essaie de prélever directement sur votre compte des sommes dont vous ne savez même pas à quoi cela correspond il vous facture des frais de rejet alors que vous n'etes plus client chez eux et prétende en but du logiciel méfiance méfiance si vous résiliez un contrat chez eux vous n'êtes pas aux bout de vos surprises,this insurance practices harassment you receive reminders from its email registered letter for a payment not made while your contract has been terminated in due form for 1 month it tries to take sums directly from your account for which you do not even know what it corresponds to it charges you rejection fees even though you are no longer a customer with them and pretends to be software distrust distrust if you terminate a contract with them you are not at the end of your surprises,practices harassment receive reminders email registered letter payment made terminated due form month tries take sums directly account know corresponds charges rejection fees though longer pretends software distrust distrust terminate end surprises
2.0,aurelia99-92034,Direct Assurance,auto,train,24/06/2020,01/06/2020,919,la publicité faite par direct assurance pour le remorquage du véhicule en cas de panne est très attractive sauf qu'il ne faut pas oublier de souscrire l'extension de garantie pour une panne débutant à o km de chez vous et pour le prêt de voiture encore fauteuil le savoir si lors de la souscription cela n'est pas précisé par ailleurs il y a un forfait de 153 euros pour le remorquage en cas de panne du véhicule ce qui est peut-être suffisant si la panne survient en ville mais largement insuffisant si cela arrive sur une autoroute d'autant plus que le dépannage sur autoroute est réglementé et bien sûr le montant de ce forfait est indiqué dans les conditions spéciales à la fin des conditions générales que personne ne lit surtout lorsque l'on signe un contrat en ligne et que la personne qui fait signer le contrat se garde bien de mentionner cela fait peur si un sinistre survient pour l'habitation,the advertising made by direct insurance for the towing of the vehicle in the event of a breakdown is very attractive except that you must not forget to take out the extended warranty for a breakdown starting o km from your home and for the car loan still easy to know if when subscribing this is not specified otherwise there is a fixed price of 153 euros for towing in the event of a breakdown of the vehicle which is perhaps sufficient if the breakdown occurs in town but largely insufficient if it happens on a motorway especially since highway repairs are regulated and of course the amount of this package is indicated in the special conditions at the end of the general conditions which no one reads especially when you sign a contract online and the person signing the contract is careful not to mention it is scary if a disaster occurs for the home,advertising made direct towing event breakdown attractive except must forget take extended warranty breakdown starting home loan easy know subscribing specified otherwise fixed price 153 euros towing event breakdown perhaps sufficient breakdown occurs town largely insufficient happens motorway especially highway repairs regulated course amount package indicated special conditions end general conditions one reads especially sign online person signing careful mention scary disaster occurs home
2.0,cristal-62265,Allianz,prevoyance,train,15/02/2019,01/02/2019,202,a fuir ils ne craignent ni leur clients ni la justice surtout ne souscrivez pas en cas de sinistre il vous ignorent lorsque vous déclarez votre maladie ils vous rendent encore plus malade fuyez,to flee they fear neither their customers nor justice above all do not subscribe in the event of a disaster they ignore you when you declare your illness they make you even sicker flee,flee fear neither customers justice subscribe event disaster ignore declare illness make sicker flee
4.0,amano-l-128446,L'olivier Assurance,auto,train,18/08/2021,01/08/2021,159,très satisfaite communication fluide et claire prix attractif la personne que j'ai eu en ligne était très a l'ecoute et très professionnelle super service,"very satisfied, fluid and clear communication, attractive price, the person I spoke to online was very attentive and very professional, great service",satisfied fluid clear communication attractive price person spoke online attentive professional great
1.0,alex-77333,MAIF,habitation,train,04/07/2019,01/07/2019,642,on dit souvent qu'une assurance ne paraît chère qu'avant l'accident avec la maif c'est l'inverse l'assurance ne s'avère chère que lorsque vous avez un sinistre et que vous constatez que le niveau d'indemnisation est ridiculement bas après que le service client à tous niveaux et autres experts maison soient intervenus assureur militant surtout pour son image en marketing et publicité la maif ferait mieux de s'orienter vers ses sociétaires qui comme moi sont restés accrochés à l'image d'un passé lointain prestigieux qui malheureusement ne cesse de se dégrader sans que cela ne semble affecter les dirigeants et le personnel,"it is often said that insurance only seems expensive before the accident with the maif it is the opposite the insurance only turns out to be expensive when you have a claim and you notice that the level of compensation is ridiculously low after customer service at all levels and other in-house experts have intervened insurer campaigning especially for its image in marketing and advertising the maif would do better to focus on its members who, like me, have remained clinging to the image of a prestigious distant past which unfortunately does not continues to deteriorate without this seeming to affect managers and staff",often said seems expensive accident maif opposite turns expensive claim notice level compensation ridiculously low levels in-house experts intervened insurer campaigning especially image marketing advertising maif would better focus members like remained clinging image prestigious distant past unfortunately continues deteriorate seeming affect managers staff
2.0,fran-90804,MACIF,habitation,train,14/06/2020,01/06/2020,233,ne prenez pas la couverture dommage aux canalisations extérieures ayant le contrat de niveau 2 j'ai eu la fosse bouchée il voulais m'envoyer un expert le lendemain mais résultat aucun expert ne ma appelle il ne sont pas sérieux,do not take cover for damage to exterior pipes having the level 2 contract I had the pit blocked he wanted to send me an expert the next day but as a result no expert called me they are not serious,take cover damage exterior pipes level pit blocked wanted send expert next day result expert called serious
5.0,abdelhamid-s-124509,Direct Assurance,auto,train,24/07/2021,01/07/2021,189,je suis satisfait des services merci beaucoup pour la rapidité d'action l'espace client est très pratique pour avoir tous ses contrats dans un seul endroit et avoir un seul contact merci,I am satisfied with the services thank you very much for the speed of action the customer area is very practical to have all your contracts in one place and have a single contact thank you,satisfied services much speed action area practical contracts one place single contact
5.0,dimitri-b-127389,AMV,moto,train,10/08/2021,01/08/2021,242,je suis en train de tout changer mes véhicules pour les mettre chez vous à quel point je suis content comment le dis tout le temps vaut mieux payé son assureur que lui demander quoi que ce soit vos tarifs sont vraiment intéressant bonne route,I am in the process of changing all my vehicles to put them with you how happy I am how I say it all the time it is better to pay your insurer than ask him for anything your prices are really interesting have a good trip,process changing vehicles put happy say better pay insurer ask anything prices really interesting good trip
1.0,nanou-137685,Néoliane Santé,sante,train,18/10/2021,01/05/2021,552,je me suis faite piégée par une conseillère par téléphone elle m a fait adhérer a neoliane mais je ne suis du tout contente de leurs services depuis le 7 mai 2021 j attends les décomptes de remboursements impossible d ouvrir l espace personnel impossible de leur adresser par émail les décomptes de ma caisse maladie depuis le mois de mai neoliane n a pas encore mis en place le flux avec ampli et ma caisse par contre ce qui fonctionne bien c est le prélèvement mensuel j attends un an et je les quitte sans regret mutuelle a éviter,"I was tricked by an advisor by telephone she made me join neoliane but I am not at all happy with their services since May 7, 2021 I am waiting for the reimbursement statements impossible to open the personal space impossible to send them by email the statements from my health fund since May neoliane has not yet set up the flow with amp and my fund on the other hand what works well is the monthly direct debit I wait a year and I leave them without regret mutual to avoid",tricked advisor telephone made join neoliane happy services may 2021 waiting reimbursement statements impossible open personal space impossible send email statements health fund may neoliane yet set flow amp fund hand works well monthly direct debit wait year leave regret mutual avoid
4.0,yvon-l-134533,Direct Assurance,auto,train,25/09/2021,01/09/2021,203,très bon tarif les moins chère de tous les devis à voir avec le temps si il n y aura pas de soucis en cas de panne ou autres j espère que tous se passera bien et j assurerait sûrement mon autre véhicule,very good price the cheapest of all the quotes to see over time if there will be no problems in the event of a breakdown or others I hope that everything goes well and I would surely insure my other vehicle,good price cheapest quotes see problems event breakdown others hope everything goes well would surely insure
1.0,helddmarques-129577,Pacifica,auto,train,26/08/2021,01/08/2021,327,une panne en 4 ans a l'étranger service client complètement nulle aucune réponse aucune solution au bout de plus de 3h de attente sans solution et de plus de 20 appels on a du se débrouiller par nous mêmes dépannage et taxi a nos frais service completamente inutile on portera plainte attention je déconseille vivement,a breakdown in 4 years abroad completely zero customer service no response no solution after more than 3 hours of waiting without solution and more than 20 calls we had to fend for ourselves troubleshooting and taxi at our expense completely useless service we will file a complaint be careful I strongly advise against,breakdown abroad completely zero response solution hours waiting solution calls fend troubleshooting taxi expense completely useless file complaint careful strongly advise
5.0,jomard-s-105646,Direct Assurance,auto,train,05/03/2021,01/03/2021,150,je suis ravie de votre service le prix très bien j'espère que rester avec vous beaucoup temps,I am delighted with your service the price very good I hope to stay with you for a long time,delighted price good hope stay long
5.0,jeanclaude87000-107089,L'olivier Assurance,auto,train,18/03/2021,01/03/2021,233,bonjour c'est assez simple j'ai comparé plusieurs assureurs et je n'ai pas trouvé moins cher avec un tel niveau de garanties je recommande fortement l'olivier assurance un des rare assureur dont la pub télé n'est pas mensongère,hello it's quite simple I compared several insurers and I didn't find any cheaper with such a level of guarantees I highly recommend Olivier Assurance one of the rare insurers whose TV advertising is not misleading,hello quite simple compared several insurers find cheaper level guarantees highly recommend olivier assurance one rare insurers whose advertising misleading
5.0,rd-101340,Direct Assurance,auto,train,12/12/2020,01/12/2020,179,recommande vivement inscription simple et rapide conseillers à l'écoute et compétent et meilleur rapport qualité prix alors qu'attendez vous pour passer chez direct assurance,"highly recommend simple and quick registration, attentive and competent advisors and best value for money while you are waiting to switch to direct insurance",highly recommend simple quick registration attentive competent advisors best value money waiting switch direct
1.0,villessot-108821,MetLife,credit,train,01/04/2021,01/04/2021,158,je n'arrive pas à joindre une personne compétente pour résilier mon prélèvement alors que je n'ai rien demandé le conseiller m'a raccroché au nez une honte,"I can't contact a competent person to cancel my direct debit even though I didn't ask for anything, the advisor hung up on me, a shame",can't contact competent person cancel direct debit though ask anything advisor hung shame
2.0,senior-115786,Afer,vie,train,03/06/2021,01/06/2021,1167,bonjour nous avons avec mon épouse deux contrats menti supports chez afer ouverts en 1995 jusqu'à ces dernières années nous avions été satisfaits et avions ouverts des comptes pour nos enfants et petits enfants avec les difficultés actuelles pour obtenir une bonne gestion de nos adhésions comme par le passé nous regrettons nos parrainages nous avons un conseiller dédié qui semble subir également les dysfonctionnements actuels en effet nous avions des avances sur deux comptes et comptions faire des versements pour les rembourser on nous a imposé de les faire par chèque et de rembourser la totalité or le règle des avances précise que l'on peut rembourser partiellement par chèque virement ou versement j'ai posé la question par écrit par avoir la bonne procédure et encore blocage par le conseiller cela dure depuis 1 mois les fonds sont versés et le serveur contrairement à ce qui est dit ne répond pas et renvoie vers un conseiller c'est lamentable il ne suffit pas de parader devant les autorités politiques pour être efficace je voudrais saisir le médiateur mais je cherche ses coordonnées sur le site je suis impuissant et furieux,hello with my wife we have two menti support contracts with afer opened in 1995 until recent years we had been satisfied and had opened accounts for our children and grandchildren with the current difficulties in obtaining good management of our memberships as in the past we regret our sponsorships we have a dedicated advisor who also seems to suffer from the current dysfunctions in fact we had advances on two accounts and were planning to make payments to reimburse them we were forced to make them by check and reimburse the whole amount or the rule for advances specifies that one can partially reimburse by check transfer or payment I asked the question in writing by having the right procedure and again blocked by the advisor it has lasted for 1 month the funds are paid and the server contrary to what is said does not respond and refers to an advisor it is lamentable it is not enough to parade in front of the political authorities to be effective I would like to contact the mediator but I am looking for his contact details on the site I am helpless and furious,hello wife two menti support contracts afer opened 1995 recent satisfied opened accounts children grandchildren current difficulties obtaining good management memberships past regret sponsorships dedicated advisor also seems suffer current dysfunctions fact advances two accounts planning make payments reimburse forced make check reimburse whole amount rule advances specifies one partially reimburse check transfer payment asked question writing right procedure blocked advisor lasted month funds paid server contrary said respond refers advisor lamentable enough parade front political authorities effective would like contact mediator looking contact details site helpless furious
2.0,gili-95532,Pacifica,auto,train,28/07/2020,01/07/2020,337,j'aimerai avoir une réévaluation de mon assurance auto je viens de changer de voiture j'ai cherché dans d'autres assurances 2 d'entres elles m'on proposé des tarifs plus intéressants pour les m m garanties donc je voudrai que celle ci soit révisée a la baisse comme cela je resterai a pacifica pour mon contrat auto et habitation,I would like to have a re-evaluation of my car insurance I have just changed car I looked in other insurances 2 of them offered me more interesting rates for the m m guarantees so I would like this one to be revised downwards like that I will stay in pacifica for my car and home contract,would like re-evaluation changed looked insurances offered interesting rates guarantees would like one revised downwards like stay pacifica home
2.0,sixt1992-97929,MACIF,auto,train,28/09/2020,01/09/2020,323,l'assurance auto est assez chère le peu de fois où j'ai contacté la macif le délai d'attente pour obtenir une réponse était très long et ils ne sont pas enclin à accorder le moindre geste commercial malgré le fait que je n'ai jamais eu d'accident en 5 ans et que j'ai souscris à plusieurs contrats chez eux c'est dommage,car insurance is quite expensive the few times I contacted Macif the waiting time to get a response was very long and they are not inclined to grant the slightest commercial gesture despite the fact that I have never had an accident in 5 years and that I have subscribed to several contracts with them it's a shame,quite expensive times contacted macif waiting get response long inclined grant slightest commercial gesture despite fact never accident subscribed several contracts shame
5.0,jean-s-126551,Direct Assurance,auto,train,05/08/2021,01/08/2021,183,je suis très satisfait du prix de la rapidité les prix sont très attractif et compétitif le dossier a été créée en moins de 5 minutes je recommande direct assurance a tout le monde,I am very satisfied with the price of the speed the prices are very attractive and competitive the file was created in less than 5 minutes I recommend direct insurance to everyone,satisfied price speed prices attractive competitive file created less minutes recommend direct everyone
1.0,titan-89170,CNP Assurances,prevoyance,train,27/04/2020,01/04/2020,273,titulaire d'un contrat plan épargne retraite j'ai fais une demande de rachat total depuis 2 mois passé les documents ont été envoyés et réceptionnés aucunes réponses de leur part aux différents mais et je suis toujours en attente de leur paiement donc mon argent,holder of a retirement savings plan contract I made a total redemption request 2 months ago the documents were sent and received no responses from them to the various but and I am still waiting for their payment so my money,holder retirement savings plan made total redemption request ago documents sent received responses various waiting payment money
5.0,gazzarin-l-112610,L'olivier Assurance,auto,train,04/05/2021,01/05/2021,180,très satisfaite du tarif et des informations données lors de la demande du devis par votre collaborateur solutions trouvées par la compagnie dans la limite de mon budget financier,very satisfied with the price and the information given when requesting the quote by your colleague solutions found by the company within the limits of my financial budget,satisfied price information given requesting quote colleague solutions found company within limits financial budget
1.0,jjbfse-63021,MetLife,credit,train,06/04/2018,01/04/2018,387,attends le remboursement des cotisations annuelles depuis juillet 2016 suite décès de mon mari en 2016 ont prélevé en 2017 ai fait une mise en demeure mais rien en retour aussi bien par mais courrier c'est la café me nous l'a proposé mais vraiment très déçue de leurs incompétences je ne sais plus quoi faire et la café ne bouge pas non plus si vous avez une idée un grand merci,waiting for the reimbursement of the annual contributions since July 2016 following the death of my husband in 2016 were taken in 2017 I made a formal notice but nothing in return as well by but mail it's the café offered it to us but really very disappointed with their incompetence I don't know what to do anymore and the café isn't moving either if you have an idea a big thank you,waiting reimbursement annual contributions july 2016 following death husband 2016 taken 2017 made formal notice nothing return well mail caf offered really disappointed incompetence know anymore caf moving either idea big
4.0,tanlet-r-124551,Direct Assurance,auto,train,24/07/2021,01/07/2021,158,des tarif attractifs avec de bonnes couverture dans l'ensemble toutes fois une relation entre les contrat existant n'est pas toujours très clair a améliorer,"attractive prices with good coverage overall, however a relationship between existing contracts is not always very clear to improve",attractive prices good coverage overall however relationship existing contracts always clear improve
1.0,cerise-80041,Groupama,habitation,train,14/10/2019,01/10/2019,395,nous sommes clients de groupama depuis 14 ans ayant toutes nos assurances chez eux nous sommes extrêmement déçus de leur réactivité par rapport aux dégâts causés dans une location fuite toiture de plus nous avons constaté une augmentation de 25 sans justification nous sommes très insatisfait aucune communication un devis envoyé au 03 octobre et toujours en attente de leur part,we have been customers of groupama for 14 years having all our insurance with them we are extremely disappointed with their reactivity in relation to the damage caused in a roof leak rental moreover we noticed an increase of 25 without justification we are very dissatisfied no communication a quote sent on October 3 and still waiting for them,customers groupama extremely disappointed reactivity relation damage caused roof leak rental moreover noticed increase justification dissatisfied communication quote sent october waiting
1.0,arnithorynk-57118,MAIF,habitation,train,05/09/2017,01/09/2017,888,suite à l'ajout d'un box de parking privatif sur mon contrat d'assurance habitation j'ai appelé la maif afin de les informer du changement ce changement n'est en général matérialisé que par un simple avenant ne modifiant pas ou quasiment pas la prime d'assurance quelle agréable surprise de découvrir que la formule minimum primordiale que j'avais jusqu'alors souscrite ne permet pas d'assurer un simple box de parking impossible d'obtenir la moindre information constructive au téléphone si ce n'est en résumé c'est comme ça je n'ai pas trouvé l'information excluant l'assurance du box dans les conditions générales du contrat et la conseillère n'a pas été capable de m'énoncer clairement le texte allant dans ce sens me voilà donc obligé de souscrire l'assurance d'un niveau supérieure faisant flamber ma prime d'assurance annuelle de plus de 90 euros pour un box de 12m2,"following the addition of a private parking box to my home insurance contract I called the maif in order to inform them of the change this change is generally only materialized by a simple amendment not modifying the insurance premium or hardly any, what a pleasant surprise to discover that the essential minimum formula that I had until then subscribed does not make it possible to insure a simple parking box impossible to obtain the slightest constructive information on the telephone except in summary that's how I I did not find the information excluding the insurance of the box in the general conditions of the contract and the advisor was not able to clearly state the text going in this direction so I am obliged to take out insurance at a higher level causing my annual insurance premium to skyrocket by more than 90 euros for a box of 12m2",following addition private parking box home called maif order inform change change generally materialized simple amendment modifying premium hardly pleasant surprise discover essential minimum formula subscribed make possible insure simple parking box impossible obtain slightest constructive information telephone except summary that's find information excluding box general conditions advisor able clearly state text going direction obliged take higher level causing annual premium skyrocket euros box 12m2
4.0,goussot-j-114694,L'olivier Assurance,auto,train,24/05/2021,01/05/2021,176,je suis satisfait du service le personnel est à l'écoute de la personne quand j'ai appelé pour me renseigner de mon petit soucis pour mon nouveau contrat il ont été à l'écoute,I am satisfied with the service the staff listened to the person when I called to find out about my little problem for my new contract they were attentive,satisfied staff listened person called find little problem new attentive
1.0,yetis-78218,Mgen,sante,train,06/08/2019,01/08/2019,231,j'ai eu des problèmes avec la mutuelle mgen iota collectives pas de réponse claire voire aucune et finalement s'ils disent vrai ce que je conteste un très faible remboursement pour des frais dentaires je déconseille fortement,"I had problems with the mgen iota collective mutual insurance, no clear answer or none at all and ultimately if they say the truth which I dispute, a very low reimbursement for dental costs I strongly advise against",problems mgen iota collective mutual clear answer none ultimately say truth dispute low reimbursement dental costs strongly advise
2.0,ghasacharlo-109246,GMF,habitation,train,06/04/2021,01/04/2021,1029,une véritable horreur je me suis fait renversé a vélo il y a plus d'un an maintenant et malgré mon combat pour réunir chaque mois une nouvelle preuve de ma bonne foi je suis le seul a essayer de me sortir de ce pétrin alors que l'assuré adverse qui nie en bloc dans son intérêt son assurance qui la protège bien évidement c'est leur rôle la gmf se contente de transmettre les documents sans même prendre la peine de les lires je n'ai donc aucun poids contre eux malgré le constat témoignage rapport d'expertise et aujourd'hui je reçois un mais pour m'informer que le dossier est clos et que je dois m'assoir sur les 1300 de réparation causé par cet accident un dossier pourtant si facile a traiter en vu des preuves et documents en ma possession moi qui attendais la fin du sinistre pour résilier l'intégralité de mes contrats exclusivement chez la gmf depuis toujours c'est chose faite a présent a fuir d'urgence suite a n'avoir personne en face les assurances en ligne le font aussi bien pour moins cher,a real horror I was knocked down on a bike more than a year ago now and despite my struggle to gather each month new proof of my good faith I am the only one trying to get out of this mess while the opposing insured who denies outright in his interest his insurance which protects him obviously it is their role the gmf is content to transmit the documents without even taking the trouble to read them I therefore have no weight against them despite the observation testimony expert report and today I receive a but to inform me that the file is closed and that I must sit on the 1300 of repairs caused by this accident a file yet so easy to process given the proofs and documents in my possession I who was waiting for the end of the disaster to terminate all of my contracts exclusively with the gmf since always it is done now to flee urgently following not having anyone in front online insurance does it just as well for less,real horror knocked bike year ago despite struggle gather month new proof good faith one trying get mess opposing insured denies outright interest protects obviously role gmf content transmit documents taking trouble read therefore weight despite observation testimony expert report today receive inform file closed must sit 1300 repairs caused accident file yet easy process given proofs documents possession waiting end disaster terminate contracts exclusively gmf always done flee urgently following anyone front online well less
5.0,jonathan-k-128731,Direct Assurance,auto,train,19/08/2021,01/08/2021,157,service au top prix géniaux application bonne je recommande direct assurance pour beaucoup de raisons surtout le prix et la qualité de service jonathan,top service great price good application I recommend direct insurance for many reasons especially the price and quality of service jonathan,top great price good application recommend direct many reasons especially price quality jonathan
1.0,salime-104153,L'olivier Assurance,auto,train,15/02/2021,01/02/2021,475,assurez depuis de nombreuses années chez eux avec plusieurs contrat tout ce passer a peu près normal et depuis 1 année ils sont devenu très dur et trouve la moindre excuse pour ne pas remboursé même un bris de glace je n ai pas effectué mon changement de carte grise donc on vous rembourse pas allez voir chez les concurrents c est beaucoup mieux et j ai déjà eu la même chose ailleurs et j ai été remboursé ne vous fiez pas on note c est basé sur avant que ca change,"have been with them for many years with several contracts, everything has been more or less normal and for the last year they have become very harsh and find the slightest excuse not to reimburse even a broken glass I did not change my registration card so you will not be reimbursed go see the competitors it is much better and I have already had the same thing elsewhere and I was reimbursed don't be fooled we note it is based on before it changed",many several contracts everything less normal last year become harsh find slightest excuse reimburse broken glass change registration card reimbursed see competitors much better already thing elsewhere reimbursed fooled note based changed
2.0,joel-m-107869,Direct Assurance,auto,train,24/03/2021,01/03/2021,182,beaucoup de déception suite à plusieurs sinistres déclarés dont l'un n'est toujours pas réglé jamais les mêmes interlocuteurs au téléphone il faut a chaque rejeter la même histoire,"a lot of disappointment following several reported disasters, one of which has still not been resolved, never the same people on the phone, we have to reject the same story each time",lot disappointment following several reported disasters one resolved never people phone reject story
1.0,chacha13-79360,Mgen,sante,train,21/09/2019,01/09/2019,251,terrible je déconseille fortement non prise en compte de mes nombreuses demandes concernant le prélèvement des cotisations service client non compétent an pour réagir à ma première demande il faudra peut-être accélérer la cadence là,terrible I strongly advise against not taking into account my numerous requests concerning the collection of contributions non-competent customer service year to react to my first request it may be necessary to speed up the pace there,terrible strongly advise taking account numerous requests concerning collection contributions non-competent year react first request may necessary speed pace
3.0,toto27-96658,L'olivier Assurance,auto,train,25/08/2020,01/08/2020,194,assurance pas chère très facile à prendre je conseil à un amie prix très aura tir on m à bien consigner avec le coopérateur sur interne je les fait pendent le confirment et je ne regrette pas,cheap insurance very easy to take I advise a friend very price will have shot I have to record it with the cooperator on internal I do them while confirming it and I do not regret,cheap easy take advise friend price shot record cooperator internal confirming regret
3.0,coccinelle-102467,MGP,sante,train,11/01/2021,01/01/2021,188,je suis satisfaite pleinement mais les cotisations un peu élevée mon contrat a été modifié récemment donc pas encore de remboursement mais je pense que sa sera comme au paravent très bien,I am fully satisfied but the contributions are a little high my contract was recently modified so no reimbursement yet but I think it will be very good as before,fully satisfied contributions little high recently modified reimbursement yet think good
